#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2009 10 02 15 10   6  5.8 999 99.0 9999
2009 10 02 15 20  10  5.1 999 99.0 9999
2009 10 02 15 30   9  5.5 999 99.0 9999
2009 10 02 15 40 359  4.8 999 99.0 9999
2009 10 02 15 50   5  5.6 999 99.0 9999
2009 10 02 16 00   3  4.4  11  8.0 1503
2009 10 02 16 10   8  4.8 999 99.0 9999
2009 10 02 16 20 359  5.0 999 99.0 9999
2009 10 02 16 30   7  5.0 999 99.0 9999
2009 10 02 16 40 360  4.9 999 99.0 9999
2009 10 02 16 50   3  4.9 999 99.0 9999
2009 10 02 17 00   5  5.5   8  8.0 1653
2009 10 02 17 10 353  4.0 999 99.0 9999
2009 10 02 17 20 341  3.8 999 99.0 9999
2009 10 02 17 30  21  5.1 999 99.0 9999
2009 10 02 17 40  11  6.2 999 99.0 9999
2009 10 02 17 50   3  4.6 999 99.0 9999
2009 10 02 18 00 339  2.5   9  7.1 1733
2009 10 02 18 10   4  1.4 999 99.0 9999
2009 10 02 18 20  30  1.5 999 99.0 9999
2009 10 02 18 30  19  1.2 999 99.0 9999
2009 10 02 18 40  49  1.0 999 99.0 9999
2009 10 02 18 50  42  1.9 999 99.0 9999
2009 10 02 19 00 355  2.9 355  4.6 1854
2009 10 02 19 10 301  3.1 999 99.0 9999
2009 10 02 19 20 288  1.9 999 99.0 9999
2009 10 02 19 30 291  2.5 999 99.0 9999
2009 10 02 19 40 322  2.2 999 99.0 9999
2009 10 02 19 50 348  1.5 999 99.0 9999
2009 10 02 20 00   9  2.7   1  4.6 1958
2009 10 02 20 10  10  3.2 999 99.0 9999
2009 10 02 20 20  36  2.8 999 99.0 9999
2009 10 02 20 30  52  2.8 999 99.0 9999
2009 10 02 20 40  46  2.4 999 99.0 9999
2009 10 02 20 50  57  2.1 999 99.0 9999
2009 10 02 21 00  46  2.2   7  4.1 2000
2009 10 02 21 10  30  2.6 999 99.0 9999
2009 10 02 21 20  26  2.7 999 99.0 9999
2009 10 02 21 30  21  2.8 999 99.0 9999
2009 10 02 21 40  18  2.5 999 99.0 9999
2009 10 02 21 50  11  2.2 999 99.0 9999
2009 10 02 22 00 359  1.8  21  3.3 2121
2009 10 02 22 10 359  1.7 999 99.0 9999
2009 10 02 22 20 355  1.6 999 99.0 9999
2009 10 02 22 30   4  1.4 999 99.0 9999
2009 10 02 22 40 355  1.8 999 99.0 9999
2009 10 02 22 50 360  1.7 999 99.0 9999
2009 10 02 23 00  14  2.2  18  2.9 2255
2009 10 02 23 10  18  1.8 999 99.0 9999
2009 10 02 23 20  27  2.0 999 99.0 9999
2009 10 02 23 30  27  2.0 999 99.0 9999
2009 10 02 23 40  11  2.0 999 99.0 9999
2009 10 02 23 50   3  2.4 999 99.0 9999
2009 10 03 00 00 358  2.2   3  3.1 2347
2009 10 03 00 10   1  2.3 999 99.0 9999
2009 10 03 00 20 358  2.3 999 99.0 9999
2009 10 03 00 30   3  2.5 999 99.0 9999
2009 10 03 00 40   4  3.1 999 99.0 9999
2009 10 03 00 50   4  3.3 999 99.0 9999
2009 10 03 01 00   1  3.6   3  4.2 0055
2009 10 03 01 10 359  3.3 999 99.0 9999
2009 10 03 01 20 356  3.4 999 99.0 9999
2009 10 03 01 30 355  2.9 999 99.0 9999
2009 10 03 01 40 351  2.6 999 99.0 9999
2009 10 03 01 50 340  2.6 999 99.0 9999
2009 10 03 02 00 322  2.7 360  3.9 0116
2009 10 03 02 10 334  3.1 999 99.0 9999
2009 10 03 02 20 340  3.3 999 99.0 9999
2009 10 03 02 30 345  3.6 999 99.0 9999
2009 10 03 02 40  30  3.8 999 99.0 9999
2009 10 03 02 50  38  1.8 999 99.0 9999
2009 10 03 03 00 271  1.0  29  4.4 0236
2009 10 03 03 10 248  0.9 999 99.0 9999
2009 10 03 03 20 317  0.2 999 99.0 9999
2009 10 03 03 30  33  0.5 999 99.0 9999
2009 10 03 03 40 337  1.1 999 99.0 9999
2009 10 03 03 50 340  1.7 999 99.0 9999
2009 10 03 04 00  22  1.7  30  2.4 0355
2009 10 03 04 10  19  1.9 999 99.0 9999
2009 10 03 04 20 345  2.9 999 99.0 9999
2009 10 03 04 30 340  3.8 999 99.0 9999
2009 10 03 04 40 327  3.6 999 99.0 9999
2009 10 03 04 50 322  3.4 999 99.0 9999
2009 10 03 05 00 324  3.6 340  4.3 0423
2009 10 03 05 10 330  3.6 999 99.0 9999
2009 10 03 05 20 324  4.4 999 99.0 9999
2009 10 03 05 30 334  4.1 999 99.0 9999
2009 10 03 05 40 336  3.8 999 99.0 9999
2009 10 03 05 50 348  4.3 999 99.0 9999
2009 10 03 06 00 354  4.9 351  5.5 0550
2009 10 03 06 10 359  4.9 999 99.0 9999
2009 10 03 06 20 355  4.6 999 99.0 9999
2009 10 03 06 30 347  4.2 999 99.0 9999
2009 10 03 06 40 348  4.7 999 99.0 9999
2009 10 03 06 50 354  5.7 999 99.0 9999
2009 10 03 07 00 357  5.9 352  7.0 0659
2009 10 03 07 10 358  6.3 999 99.0 9999
2009 10 03 07 20 357  5.9 999 99.0 9999
2009 10 03 07 30 359  5.3 999 99.0 9999
2009 10 03 07 40  19  4.0 999 99.0 9999
2009 10 03 07 50  43  3.3 999 99.0 9999
2009 10 03 08 00  50  3.6 354  7.1 0710
2009 10 03 08 10  52  3.2 999 99.0 9999
2009 10 03 08 20  43  2.6 999 99.0 9999
2009 10 03 08 30  26  3.5 999 99.0 9999
2009 10 03 08 40  22  4.4 999 99.0 9999
2009 10 03 08 50  17  4.6 999 99.0 9999
2009 10 03 09 00   9  4.9   3  6.4 0859
2009 10 03 09 10   7  5.6 999 99.0 9999
2009 10 03 09 20   2  5.7 999 99.0 9999
2009 10 03 09 30   7  5.6 999 99.0 9999
2009 10 03 09 40 349  4.6 999 99.0 9999
2009 10 03 09 50 346  3.3 999 99.0 9999
2009 10 03 10 00   1  3.6   7  7.5 0928
2009 10 03 10 10  50  3.2 999 99.0 9999
2009 10 03 10 20  60  2.6 999 99.0 9999
2009 10 03 10 30  56  2.6 999 99.0 9999
2009 10 03 10 40  53  2.3 999 99.0 9999
2009 10 03 10 50  57  1.9 999 99.0 9999
2009 10 03 11 00  64  1.4  39  4.7 1000
2009 10 03 11 10  47  1.5 999 99.0 9999
2009 10 03 11 20  54  1.4 999 99.0 9999
2009 10 03 11 30  32  2.9 999 99.0 9999
2009 10 03 11 40  12  3.8 999 99.0 9999
2009 10 03 11 50  19  3.6 999 99.0 9999
2009 10 03 12 00  14  3.7   9  5.0 1136
2009 10 03 12 10   1  3.2 999 99.0 9999
2009 10 03 12 20 339  4.3 999 99.0 9999
2009 10 03 12 30 351  4.5 999 99.0 9999
2009 10 03 12 40  12  4.5 999 99.0 9999
2009 10 03 12 50  29  5.1 999 99.0 9999
2009 10 03 13 00  24  5.3  23  6.4 1252
2009 10 03 13 10  25  4.3 999 99.0 9999
2009 10 03 13 20  32  4.1 999 99.0 9999
2009 10 03 13 30  21  3.8 999 99.0 9999
2009 10 03 13 40  16  4.2 999 99.0 9999
2009 10 03 13 50  12  4.2 999 99.0 9999
2009 10 03 14 00   8  4.9   8  6.7 1354
2009 10 03 14 10   3  5.2 999 99.0 9999
2009 10 03 14 20   7  5.6 999 99.0 9999
2009 10 03 14 30  10  5.7 999 99.0 9999
2009 10 03 14 40   9  6.2 999 99.0 9999
2009 10 03 14 50  17  5.6 999 99.0 9999
2009 10 03 15 00  12  5.4   7  8.0 1434
2009 10 03 15 10   7  5.6 999 99.0 9999
2009 10 03 15 20  15  5.4 999 99.0 9999
2009 10 03 15 30  26  4.6 999 99.0 9999
2009 10 03 15 40  23  4.9 999 99.0 9999
2009 10 03 15 50  18  6.1 999 99.0 9999
2009 10 03 16 00  21  6.4  22  8.9 1559
2009 10 03 16 10  17  6.5 999 99.0 9999
2009 10 03 16 20  12  8.1 999 99.0 9999
2009 10 03 16 30  13  7.6 999 99.0 9999
2009 10 03 16 40  16  7.5 999 99.0 9999
2009 10 03 16 50  14  7.4 999 99.0 9999
2009 10 03 17 00  12  7.2  15  9.4 1617
2009 10 03 17 10  12  7.2 999 99.0 9999
2009 10 03 17 20  16  6.9 999 99.0 9999
2009 10 03 17 30  11  6.9 999 99.0 9999
2009 10 03 17 40   6  7.3 999 99.0 9999
2009 10 03 17 50   6  7.3 999 99.0 9999
2009 10 03 18 00   5  7.9   2  9.4 1755
2009 10 03 18 10   4  8.5 999 99.0 9999
2009 10 03 18 20   7  8.4 999 99.0 9999
2009 10 03 18 30  14  8.4 999 99.0 9999
2009 10 03 18 40  12  8.5 999 99.0 9999
2009 10 03 18 50  15  7.9 999 99.0 9999
2009 10 03 19 00  16  7.8  13 10.2 1831
2009 10 03 19 10  16  7.7 999 99.0 9999
2009 10 03 19 20  18  7.7 999 99.0 9999
2009 10 03 19 30  17  8.1 999 99.0 9999
2009 10 03 19 40  18  8.1 999 99.0 9999
2009 10 03 19 50  10  8.8 999 99.0 9999
2009 10 03 20 00   6  9.9   7 11.3 1959
2009 10 03 20 10   1  9.4 999 99.0 9999
2009 10 03 20 20   1  9.6 999 99.0 9999
2009 10 03 20 30   3  9.8 999 99.0 9999
2009 10 03 20 40   2  9.6 999 99.0 9999
2009 10 03 20 50   1  9.9 999 99.0 9999
2009 10 03 21 00   2  9.6   5 11.4 2016
2009 10 03 21 10   4  9.9 999 99.0 9999
2009 10 03 21 20   2 10.0 999 99.0 9999
2009 10 03 21 30   2  9.4 999 99.0 9999
2009 10 03 21 40 359  9.6 999 99.0 9999
2009 10 03 21 50 359  9.7 999 99.0 9999
2009 10 03 22 00 359  9.7   1 11.9 2108
2009 10 03 22 10 357  8.8 999 99.0 9999
2009 10 03 22 20 350  9.7 999 99.0 9999
2009 10 03 22 30 352  9.7 999 99.0 9999
2009 10 03 22 40 355  9.8 999 99.0 9999
2009 10 03 22 50 355  8.9 999 99.0 9999
2009 10 03 23 00 357  9.5 352 11.6 2228
2009 10 03 23 10 346  9.3 999 99.0 9999
2009 10 03 23 20 340  9.8 999 99.0 9999
2009 10 03 23 30 343  9.7 999 99.0 9999
2009 10 03 23 40 350  8.8 999 99.0 9999
2009 10 03 23 50 351  8.3 999 99.0 9999
2009 10 04 00 00 351  8.4 343 11.7 2323
2009 10 04 00 10 349  8.6 999 99.0 9999
2009 10 04 00 20 349  7.9 999 99.0 9999
2009 10 04 00 30 349  8.3 999 99.0 9999
2009 10 04 00 40 349  8.5 999 99.0 9999
2009 10 04 00 50 346  8.0 999 99.0 9999
2009 10 04 01 00 348  8.1 348 10.3 0054
2009 10 04 01 10 347  8.4 999 99.0 9999
2009 10 04 01 20 346  8.0 999 99.0 9999
2009 10 04 01 30 346  8.1 999 99.0 9999
2009 10 04 01 40 344  8.1 999 99.0 9999
2009 10 04 01 50 339  8.2 999 99.0 9999
2009 10 04 02 00 338  7.9 347 11.6 0103
2009 10 04 02 10 335  9.1 999 99.0 9999
2009 10 04 02 20 334  9.6 999 99.0 9999
2009 10 04 02 30 334  9.9 999 99.0 9999
2009 10 04 02 40 331  9.4 999 99.0 9999
2009 10 04 02 50 334  8.6 999 99.0 9999
2009 10 04 03 00 336  7.8 335 12.0 0226
2009 10 04 03 10 340  7.7 999 99.0 9999
2009 10 04 03 20 342  8.2 999 99.0 9999
2009 10 04 03 30 346  8.5 999 99.0 9999
2009 10 04 03 40 345  8.7 999 99.0 9999
2009 10 04 03 50 350  8.5 999 99.0 9999
2009 10 04 04 00 351  8.6 337 10.6 0319
2009 10 04 04 10 348  8.9 999 99.0 9999
2009 10 04 04 20 352  9.5 999 99.0 9999
2009 10 04 04 30 354 10.3 999 99.0 9999
2009 10 04 04 40 354 10.7 999 99.0 9999
2009 10 04 04 50 355  9.4 999 99.0 9999
2009 10 04 05 00 351 10.7 341 13.0 0423
2009 10 04 05 10 349 10.3 999 99.0 9999
2009 10 04 05 20 350 10.3 999 99.0 9999
2009 10 04 05 30 347 10.2 999 99.0 9999
2009 10 04 05 40 349 10.9 999 99.0 9999
2009 10 04 05 50 348 10.8 999 99.0 9999
2009 10 04 06 00 347 11.1 352 13.6 0556
2009 10 04 06 10 347 11.2 999 99.0 9999
2009 10 04 06 20 349 11.2 999 99.0 9999
2009 10 04 06 30 348 10.7 999 99.0 9999
2009 10 04 06 40 352 10.3 999 99.0 9999
2009 10 04 06 50 352 10.3 999 99.0 9999
2009 10 04 07 00 350 10.3 352 13.6 0619
2009 10 04 07 10 354 10.6 999 99.0 9999
2009 10 04 07 20 353 10.2 999 99.0 9999
2009 10 04 07 30 355 11.2 999 99.0 9999
2009 10 04 07 40 351 11.1 999 99.0 9999
2009 10 04 07 50 353 10.8 999 99.0 9999
2009 10 04 08 00 357 10.8 356 14.0 0725
2009 10 04 08 10 359 10.7 999 99.0 9999
2009 10 04 08 20 359 11.1 999 99.0 9999
2009 10 04 08 30 358 10.9 999 99.0 9999
2009 10 04 08 40   1 11.1 999 99.0 9999
2009 10 04 08 50   1 10.7 999 99.0 9999
2009 10 04 09 00 359 10.6 360 13.4 0830
2009 10 04 09 10 358 11.3 999 99.0 9999
2009 10 04 09 20 357 11.1 999 99.0 9999
2009 10 04 09 30 359 11.1 999 99.0 9999
2009 10 04 09 40 358 10.7 999 99.0 9999
2009 10 04 09 50 357 10.5 999 99.0 9999
2009 10 04 10 00 354 10.5 358 13.6 0917
2009 10 04 10 10 356 11.2 999 99.0 9999
2009 10 04 10 20 354 11.2 999 99.0 9999
2009 10 04 10 30 358 11.3 999 99.0 9999
2009 10 04 10 40   1 10.2 999 99.0 9999
2009 10 04 10 50   2  9.7 999 99.0 9999
2009 10 04 11 00   3 10.0 357 13.8 1005
2009 10 04 11 10   5 10.3 999 99.0 9999
2009 10 04 11 20   6 10.5 999 99.0 9999
2009 10 04 11 30   8 10.6 999 99.0 9999
2009 10 04 11 40  14  9.5 999 99.0 9999
2009 10 04 11 50  18  9.2 999 99.0 9999
2009 10 04 12 00  14  8.9  10 12.6 1125
2009 10 04 12 10   8  9.0 999 99.0 9999
2009 10 04 12 20   2  9.0 999 99.0 9999
2009 10 04 12 30 359  9.9 999 99.0 9999
2009 10 04 12 40 359 10.1 999 99.0 9999
2009 10 04 12 50 359 10.1 999 99.0 9999
2009 10 04 13 00 358  9.4 360 12.2 1226
2009 10 04 13 10 358 10.1 999 99.0 9999
2009 10 04 13 20   1  9.4 999 99.0 9999
2009 10 04 13 30   4  9.0 999 99.0 9999
2009 10 04 13 40   5  8.6 999 99.0 9999
2009 10 04 13 50   4  8.6 999 99.0 9999
2009 10 04 14 00   2  8.8 352 12.1 1301
2009 10 04 14 10   1  9.0 999 99.0 9999
2009 10 04 14 20   1  8.3 999 99.0 9999
2009 10 04 14 30 358  8.9 999 99.0 9999
2009 10 04 14 40   4  8.5 999 99.0 9999
2009 10 04 14 50   1  9.2 999 99.0 9999
2009 10 04 15 00 358  9.3 359 11.6 1430
2009 10 04 15 10 358  9.4 999 99.0 9999
2009 10 04 15 20  14  7.8 999 99.0 9999
2009 10 04 15 30  17  7.2 999 99.0 9999
2009 10 04 15 40  12  7.4 999 99.0 9999
2009 10 04 15 50  18  7.7 999 99.0 9999
2009 10 04 16 00  22  8.0   2 11.7 1505
2009 10 04 16 10  23  7.9 999 99.0 9999
2009 10 04 16 20  22  8.4 999 99.0 9999
2009 10 04 16 30  21  8.4 999 99.0 9999
2009 10 04 16 40  18  8.2 999 99.0 9999
2009 10 04 16 50  19  8.6 999 99.0 9999
2009 10 04 17 00  18  8.3  17  9.7 1649
2009 10 04 17 10  21  8.5 999 99.0 9999
2009 10 04 17 20  19  8.2 999 99.0 9999
2009 10 04 17 30  20  8.1 999 99.0 9999
2009 10 04 17 40  25  8.2 999 99.0 9999
2009 10 04 17 50  20  8.0 999 99.0 9999
2009 10 04 18 00 359  8.6 349 12.6 1758
2009 10 04 18 10 348 10.1 999 99.0 9999
2009 10 04 18 20 346 10.8 999 99.0 9999
2009 10 04 18 30 347 10.8 999 99.0 9999
2009 10 04 18 40 345 10.8 999 99.0 9999
2009 10 04 18 50 345 11.3 999 99.0 9999
2009 10 04 19 00 346 11.4 343 14.8 1842
2009 10 04 19 10 347 11.3 999 99.0 9999
2009 10 04 19 20 350 10.1 999 99.0 9999
2009 10 04 19 30 346 10.6 999 99.0 9999
2009 10 04 19 40 345  9.7 999 99.0 9999
2009 10 04 19 50 343 10.6 999 99.0 9999
2009 10 04 20 00 345 10.1 349 14.2 1902
2009 10 04 20 10 343 10.7 999 99.0 9999
2009 10 04 20 20 344 10.3 999 99.0 9999
2009 10 04 20 30 343 10.2 999 99.0 9999
2009 10 04 20 40 342 10.4 999 99.0 9999
2009 10 04 20 50 341 10.6 999 99.0 9999
2009 10 04 21 00 341 10.9 340 13.6 2049
2009 10 04 21 10 340 11.0 999 99.0 9999
2009 10 04 21 20 342 12.0 999 99.0 9999
2009 10 04 21 30 343 12.5 999 99.0 9999
2009 10 04 21 40 342 11.9 999 99.0 9999
2009 10 04 21 50 343 12.1 999 99.0 9999
2009 10 04 22 00 340 12.5 343 15.6 2127
2009 10 04 22 10 342 10.7 999 99.0 9999
2009 10 04 22 20 341 10.6 999 99.0 9999
2009 10 04 22 30 340 11.2 999 99.0 9999
2009 10 04 22 40 343 11.1 999 99.0 9999
2009 10 04 22 50 344 11.1 999 99.0 9999
2009 10 04 23 00 344  9.8 340 13.9 2224
2009 10 04 23 10 340 10.9 999 99.0 9999
2009 10 04 23 20 341 11.0 999 99.0 9999
2009 10 04 23 30 340 10.9 999 99.0 9999
2009 10 04 23 40 340 10.3 999 99.0 9999
2009 10 04 23 50 341 10.1 999 99.0 9999
2009 10 05 00 00 343  9.9 342 13.9 2327
2009 10 05 00 10 343  9.6 999 99.0 9999
2009 10 05 00 20 343  9.7 999 99.0 9999
2009 10 05 00 30 346  9.6 999 99.0 9999
2009 10 05 00 40 347  9.2 999 99.0 9999
2009 10 05 00 50 347  9.6 999 99.0 9999
2009 10 05 01 00 347  8.2 343 13.0 0043
2009 10 05 01 10 344  8.6 999 99.0 9999
2009 10 05 01 20 342  8.9 999 99.0 9999
2009 10 05 01 30 339  8.6 999 99.0 9999
2009 10 05 01 40 339  7.8 999 99.0 9999
2009 10 05 01 50 336  7.6 999 99.0 9999
2009 10 05 02 00 335  7.3 360 11.6 0108
2009 10 05 02 10 339  6.6 999 99.0 9999
2009 10 05 02 20 342  6.2 999 99.0 9999
2009 10 05 02 30 343  6.2 999 99.0 9999
2009 10 05 02 40 345  5.6 999 99.0 9999
2009 10 05 02 50 343  5.6 999 99.0 9999
2009 10 05 03 00 342  5.5 342  7.9 0210
2009 10 05 03 10 344  5.7 999 99.0 9999
2009 10 05 03 20 342  5.3 999 99.0 9999
2009 10 05 03 30 341  4.9 999 99.0 9999
2009 10 05 03 40 340  5.4 999 99.0 9999
2009 10 05 03 50 340  4.8 999 99.0 9999
2009 10 05 04 00 352  3.8 343  6.6 0305
2009 10 05 04 10  14  3.9 999 99.0 9999
2009 10 05 04 20  11  4.2 999 99.0 9999
2009 10 05 04 30  23  4.3 999 99.0 9999
2009 10 05 04 40  31  4.5 999 99.0 9999
2009 10 05 04 50  31  4.8 999 99.0 9999
2009 10 05 05 00  33  4.7 360  6.3 0419
2009 10 05 05 10  36  4.9 999 99.0 9999
2009 10 05 05 20  45  4.8 999 99.0 9999
2009 10 05 05 30  47  4.5 999 99.0 9999
2009 10 05 05 40  44  4.4 999 99.0 9999
2009 10 05 05 50  39  4.0 999 99.0 9999
2009 10 05 06 00  40  3.3  47  5.8 0532
2009 10 05 06 10  46  3.6 999 99.0 9999
2009 10 05 06 20  44  4.0 999 99.0 9999
2009 10 05 06 30  39  4.0 999 99.0 9999
2009 10 05 06 40  35  4.3 999 99.0 9999
2009 10 05 06 50  37  4.7 999 99.0 9999
2009 10 05 07 00  35  5.0  26  5.7 0659
2009 10 05 07 10  31  5.6 999 99.0 9999
2009 10 05 07 20  39  5.1 999 99.0 9999
2009 10 05 07 30  37  4.6 999 99.0 9999
2009 10 05 07 40  30  4.7 999 99.0 9999
2009 10 05 07 50  33  4.6 999 99.0 9999
2009 10 05 08 00  32  4.2  30  6.4 0703
2009 10 05 08 10  29  4.2 999 99.0 9999
2009 10 05 08 20  34  4.4 999 99.0 9999
2009 10 05 08 30  32  4.7 999 99.0 9999
2009 10 05 08 40  30  5.4 999 99.0 9999
2009 10 05 08 50  33  5.4 999 99.0 9999
2009 10 05 09 00  36  5.2  29  6.2 0841
2009 10 05 09 10  39  4.8 999 99.0 9999
2009 10 05 09 20  43  4.0 999 99.0 9999
2009 10 05 09 30  54  3.6 999 99.0 9999
2009 10 05 09 40  47  3.1 999 99.0 9999
2009 10 05 09 50  44  3.0 999 99.0 9999
2009 10 05 10 00  45  2.5  30  6.4 0901
2009 10 05 10 10  42  2.5 999 99.0 9999
2009 10 05 10 20  32  2.2 999 99.0 9999
2009 10 05 10 30  41  0.9 999 99.0 9999
2009 10 05 10 40 155  1.0 999 99.0 9999
2009 10 05 10 50 177  1.2 999 99.0 9999
2009 10 05 11 00 171  0.7  31  3.3 1010
2009 10 05 11 10 201  0.5 999 99.0 9999
2009 10 05 11 20 252  0.7 999 99.0 9999
2009 10 05 11 30 330  2.1 999 99.0 9999
2009 10 05 11 40  37  2.0 999 99.0 9999
2009 10 05 11 50 129  0.9 999 99.0 9999
2009 10 05 12 00 138  0.6 335  3.4 1131
2009 10 05 12 10  74  0.4 999 99.0 9999
2009 10 05 12 20  56  1.2 999 99.0 9999
2009 10 05 12 30  47  1.9 999 99.0 9999
2009 10 05 12 40  42  2.7 999 99.0 9999
2009 10 05 12 50  36  3.8 999 99.0 9999
2009 10 05 13 00  39  3.9  29  4.7 1245
2009 10 05 13 10  42  3.6 999 99.0 9999
2009 10 05 13 20  38  3.6 999 99.0 9999
2009 10 05 13 30  39  3.8 999 99.0 9999
2009 10 05 13 40  42  4.4 999 99.0 9999
2009 10 05 13 50  47  4.6 999 99.0 9999
2009 10 05 14 00  54  4.4  43  6.2 1339
2009 10 05 14 10  54  4.4 999 99.0 9999
2009 10 05 14 20  47  4.4 999 99.0 9999
2009 10 05 14 30  51  4.0 999 99.0 9999
2009 10 05 14 40  57  4.4 999 99.0 9999
2009 10 05 14 50  59  4.5 999 99.0 9999
2009 10 05 15 00  60  4.8  41  5.9 1416
2009 10 05 15 10  60  5.0 999 99.0 9999
2009 10 05 15 20  63  5.0 999 99.0 9999
2009 10 05 15 30  63  4.9 999 99.0 9999
2009 10 05 15 40  64  4.9 999 99.0 9999
2009 10 05 15 50  61  4.7 999 99.0 9999
2009 10 05 16 00  52  4.4  68  6.4 1540
2009 10 05 16 10  51  4.4 999 99.0 9999
2009 10 05 16 20  41  4.5 999 99.0 9999
2009 10 05 16 30  37  4.2 999 99.0 9999
2009 10 05 16 40  26  5.0 999 99.0 9999
2009 10 05 16 50  23  4.8 999 99.0 9999
2009 10 05 17 00  19  5.1  45  6.6 1611
2009 10 05 17 10  18  4.8 999 99.0 9999
2009 10 05 17 20  17  4.4 999 99.0 9999
2009 10 05 17 30  12  4.4 999 99.0 9999
2009 10 05 17 40  16  5.5 999 99.0 9999
2009 10 05 17 50  14  6.2 999 99.0 9999
2009 10 05 18 00  13  6.0  11  7.6 1753
2009 10 05 18 10  13  5.8 999 99.0 9999
2009 10 05 18 20  13  6.1 999 99.0 9999
2009 10 05 18 30  19  5.8 999 99.0 9999
2009 10 05 18 40  22  5.7 999 99.0 9999
2009 10 05 18 50  17  5.2 999 99.0 9999
2009 10 05 19 00  17  5.3  13  7.1 1800
2009 10 05 19 10  19  5.7 999 99.0 9999
2009 10 05 19 20  20  6.0 999 99.0 9999
2009 10 05 19 30  24  5.7 999 99.0 9999
2009 10 05 19 40  29  5.5 999 99.0 9999
2009 10 05 19 50  24  5.3 999 99.0 9999
2009 10 05 20 00  20  5.3  32  6.9 1921
2009 10 05 20 10  18  4.8 999 99.0 9999
2009 10 05 20 20  19  5.0 999 99.0 9999
2009 10 05 20 30  15  4.6 999 99.0 9999
2009 10 05 20 40  11  4.5 999 99.0 9999
2009 10 05 20 50  25  5.0 999 99.0 9999
2009 10 05 21 00  29  4.9  30  5.7 2049
2009 10 05 21 10  29  5.7 999 99.0 9999
2009 10 05 21 20  27  5.9 999 99.0 9999
2009 10 05 21 30  25  6.1 999 99.0 9999
2009 10 05 21 40  27  5.3 999 99.0 9999
2009 10 05 21 50  25  5.0 999 99.0 9999
2009 10 05 22 00  24  5.0  26  6.9 2119
2009 10 05 22 10  27  5.4 999 99.0 9999
2009 10 05 22 20  26  5.1 999 99.0 9999
2009 10 05 22 30  20  5.7 999 99.0 9999
2009 10 05 22 40  18  5.8 999 99.0 9999
2009 10 05 22 50  16  5.8 999 99.0 9999
2009 10 05 23 00   7  5.7  16  6.7 2241
2009 10 05 23 10  10  6.6 999 99.0 9999
2009 10 05 23 20  19  6.3 999 99.0 9999
2009 10 05 23 30  30  6.1 999 99.0 9999
2009 10 05 23 40  36  5.9 999 99.0 9999
2009 10 05 23 50  36  6.1 999 99.0 9999
2009 10 06 00 00  34  5.6   9  7.4 2305
2009 10 06 00 10  25  4.6 999 99.0 9999
2009 10 06 00 20  17  4.4 999 99.0 9999
2009 10 06 00 30   7  5.0 999 99.0 9999
2009 10 06 00 40   8  4.5 999 99.0 9999
2009 10 06 00 50  12  4.4 999 99.0 9999
2009 10 06 01 00  24  4.0   6  5.5 0024
2009 10 06 01 10  31  4.1 999 99.0 9999
2009 10 06 01 20  33  4.6 999 99.0 9999
2009 10 06 01 30  42  4.4 999 99.0 9999
2009 10 06 01 40  39  4.5 999 99.0 9999
2009 10 06 01 50  33  4.6 999 99.0 9999
2009 10 06 02 00  35  4.6  39  5.4 0138
2009 10 06 02 10  36  4.3 999 99.0 9999
2009 10 06 02 20  33  3.8 999 99.0 9999
2009 10 06 02 30  48  3.6 999 99.0 9999
2009 10 06 02 40  45  3.4 999 99.0 9999
2009 10 06 02 50  45  2.9 999 99.0 9999
2009 10 06 03 00  36  2.2  34  4.7 0200
2009 10 06 03 10  40  1.9 999 99.0 9999
2009 10 06 03 20  21  1.9 999 99.0 9999
2009 10 06 03 30  35  1.9 999 99.0 9999
2009 10 06 03 40  32  2.2 999 99.0 9999
2009 10 06 03 50  24  1.9 999 99.0 9999
2009 10 06 04 00  33  2.0  45  2.5 0330
2009 10 06 04 10  37  2.0 999 99.0 9999
2009 10 06 04 20  36  1.8 999 99.0 9999
2009 10 06 04 30  46  1.6 999 99.0 9999
2009 10 06 04 40  69  1.3 999 99.0 9999
2009 10 06 04 50 149  1.1 999 99.0 9999
2009 10 06 05 00 145  1.4  43  2.3 0404
2009 10 06 05 10 149  2.1 999 99.0 9999
2009 10 06 05 20 159  1.6 999 99.0 9999
2009 10 06 05 30 167  1.8 999 99.0 9999
2009 10 06 05 40 167  1.9 999 99.0 9999
2009 10 06 05 50 160  1.8 999 99.0 9999
2009 10 06 06 00 161  1.9 148  2.6 0506
2009 10 06 06 10 163  1.8 999 99.0 9999
2009 10 06 06 20 159  2.0 999 99.0 9999
2009 10 06 06 30 159  1.8 999 99.0 9999
2009 10 06 06 40 167  1.6 999 99.0 9999
2009 10 06 06 50 192  1.6 999 99.0 9999
2009 10 06 07 00 192  1.2 157  2.5 0605
2009 10 06 07 10 144  1.0 999 99.0 9999
2009 10 06 07 20 139  1.6 999 99.0 9999
2009 10 06 07 30 138  2.5 999 99.0 9999
2009 10 06 07 40 144  2.8 999 99.0 9999
2009 10 06 07 50 139  3.4 999 99.0 9999
2009 10 06 08 00 137  3.8 131  4.5 0754
2009 10 06 08 10 138  3.8 999 99.0 9999
2009 10 06 08 20 149  3.9 999 99.0 9999
